date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:34:27	99426/99426	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-18462%22	https://dashui.codescandy.com/dashuipro/assets/libs/inputmask/dist/jquery.inputmask.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/inputmask/dist/jquery.inputmask.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
14:34:28	72/72	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-48%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/inputmask.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/inputmask.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
14:34:29	6226/6226	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1852%22	https://dashui.codescandy.com/dashuipro/assets/libs/bs-stepper/dist/js/bs-stepper.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/bs-stepper/dist/js/bs-stepper.min.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
14:34:30	202/202	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-ca%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/beStepper.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/beStepper.js	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-checkout.html)
14:34:31	734/734	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-2de%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-1.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-1.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:32	1688/1688	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-698%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-2.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-2.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:33	1371/1371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-55b%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-3.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-3.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:34	806/806	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-326%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-4.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-4.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:35	1186/1186	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-4a2%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-5.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-5.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:36	949/949	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-3b5%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-6.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/sellerlogo-6.svg	(from https://dashui.codescandy.com/dashuipro/pages/ecommerce-seller.html)
14:34:37	209043/209043	---M--	200	added ('OK')	image/jpeg	etag:%2263c91f57-33093%22	https://dashui.codescandy.com/dashuipro/assets/images/background/profile-bg.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/profile-bg.jpg	(from https://dashui.codescandy.com/dashuipro/pages/mail-details.html)
14:34:38	11083/11083	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-2b4b%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/draft.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/draft.svg	(from https://dashui.codescandy.com/dashuipro/pages/mail-draft.html)
14:34:39	286/286	---MCZ	200	added ('OK')	text/css	etag:W/%2264266d78-11e%22	https://dashui.codescandy.com/dashuipro/assets/libs/dragula/dist/dragula.min.css	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/dragula/dist/dragula.min.css	(from https://dashui.codescandy.com/dashuipro/pages/task-kanban-grid.html)
14:34:40	13953/13953	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d78-3681%22	https://dashui.codescandy.com/dashuipro/assets/libs/dragula/dist/dragula.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/dragula/dist/dragula.min.js	(from https://dashui.codescandy.com/dashuipro/pages/task-kanban-grid.html)
14:34:40	21693/21693	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-54bd%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-17.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-17.jpg	(from https://dashui.codescandy.com/dashuipro/pages/project-grid.html)
14:34:41	38628/38628	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-96e4%22	https://dashui.codescandy.com/dashuipro/assets/images/background/project-cover-img.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/project-cover-img.jpg	(from https://dashui.codescandy.com/dashuipro/pages/project-grid.html)
14:34:42	1236/1236	---M--	200	added ('OK')	image/png	etag:%2264266d77-4d4%22	https://dashui.codescandy.com/dashuipro/assets/images/brand/logo/brand-logo.png	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/brand/logo/brand-logo.png	(from https://dashui.codescandy.com/dashuipro/pages/project-overview.html)
14:34:44	88560/88560	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-159f0%22	https://dashui.codescandy.com/dashuipro/assets/libs/choices.js/public/assets/scripts/choices.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/choices.js/public/assets/scripts/choices.min.js	(from https://dashui.codescandy.com/dashuipro/pages/add-project.html)
14:34:45	1076/1076	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-434%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/choice.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/choice.js	(from https://dashui.codescandy.com/dashuipro/pages/add-project.html)
14:34:46	2854/2854	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-b26%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-1.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-1.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:47	3579/3579	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-dfb%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-3.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-3.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:48	2544/2544	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-9f0%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-4.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-4.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:49	2854/2854	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-b26%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-2.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-2.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:50	4660/4660	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-1234%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-5.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-5.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:51	4346/4346	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-10fa%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/file-6.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/file-6.svg	(from https://dashui.codescandy.com/dashuipro/pages/apps-file-manager.html)
14:34:52	19487/19487	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-4c1f%22	https://dashui.codescandy.com/dashuipro/assets/libs/list.js/dist/list.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/list.js/dist/list.min.js	(from https://dashui.codescandy.com/dashuipro/pages/crm-contacts.html)
14:34:53	5465/5465	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1559%22	https://dashui.codescandy.com/dashuipro/assets/libs/list.pagination.js/dist/list.pagination.min.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/list.pagination.js/dist/list.pagination.min.js	(from https://dashui.codescandy.com/dashuipro/pages/crm-contacts.html)
14:34:54	7427/7427	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1d03%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/crm-contact.init.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/crm-contact.init.js	(from https://dashui.codescandy.com/dashuipro/pages/crm-contacts.html)
14:34:55	54682/54682	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-d59a%22	https://dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-1.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/avatar/avatar-1.jpg	(from https://dashui.codescandy.com/dashuipro/pages/crm-company.html)
14:34:56	7183/7183	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-1c0f%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/crm-company.init.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/crm-company.init.js	(from https://dashui.codescandy.com/dashuipro/pages/crm-company.html)
14:34:57	349/349	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-15d%22	https://dashui.codescandy.com/dashuipro/assets/js/vendors/counter.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/js/vendors/counter.js	(from https://dashui.codescandy.com/dashuipro/pages/invoice-list.html)
14:34:58	9978/9978	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264266d77-26fa%22	https://dashui.codescandy.com/dashuipro/assets/libs/jQuery.print/jQuery.print.js	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/libs/jQuery.print/jQuery.print.js	(from https://dashui.codescandy.com/dashuipro/pages/invoice-detail.html)
14:34:59	208494/208494	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-32e6e%22	https://dashui.codescandy.com/dashuipro/assets/images/background/profile-cover.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/profile-cover.jpg	(from https://dashui.codescandy.com/dashuipro/pages/profile-overview.html)
14:35:00	1031/1031	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-407%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/checked-mark.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/checked-mark.svg	(from https://dashui.codescandy.com/dashuipro/pages/profile-overview.html)
14:35:00	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jun%202023%2013:35:00%20GMT	https://dashui.codescandy.com/dashuipro/pages/profile-edit.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/pages/profile-edit.html	(from https://dashui.codescandy.com/dashuipro/pages/profile-project.html)
14:35:02	124343/124343	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-1e5b7%22	https://dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-1.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-1.jpg	(from https://dashui.codescandy.com/dashuipro/pages/profile-followers.html)
14:35:02	77325/77325	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-12e0d%22	https://dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-2.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-2.jpg	(from https://dashui.codescandy.com/dashuipro/pages/profile-followers.html)
14:35:03	85256/85256	---M--	200	added ('OK')	image/jpeg	etag:%2264266d77-14d08%22	https://dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-3.jpg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/background/profile-cover-3.jpg	(from https://dashui.codescandy.com/dashuipro/pages/profile-followers.html)
14:35:05	140507/140507	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264266d77-224db%22	https://dashui.codescandy.com/dashuipro/assets/images/svg/maintenance.svg	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/svg/maintenance.svg	(from https://dashui.codescandy.com/dashuipro/pages/maintenance.html)
14:35:06	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jun%202023%2013:35:06%20GMT	https://dashui.codescandy.com/dashuipro/pages/terms-condition-page.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/pages/terms-condition-page.html	(from https://dashui.codescandy.com/dashuipro/pages/sign-up.html)
14:35:07	142020/142020	---M--	200	added ('OK')	image/png	etag:%2264266d77-22ac4%22	https://dashui.codescandy.com/dashuipro/assets/images/error/404-error-img.png	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/assets/images/error/404-error-img.png	(from https://dashui.codescandy.com/dashuipro/pages/404-error.html)
14:35:08	61284/61284	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-ef64%22	https://dashui.codescandy.com/dashuipro/horizontal/dashboard-analytics.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/dashboard-analytics.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:09	63777/63777	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f921%22	https://dashui.codescandy.com/dashuipro/horizontal/dashboard-ecommerce.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/dashboard-ecommerce.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:10	60971/60971	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-ee2b%22	https://dashui.codescandy.com/dashuipro/horizontal/dashboard-crm.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/dashboard-crm.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:11	63927/63927	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f9b7%22	https://dashui.codescandy.com/dashuipro/horizontal/dashboard-finance.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/dashboard-finance.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:12	62657/62657	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f4c1%22	https://dashui.codescandy.com/dashuipro/horizontal/dashboard-blog.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/dashboard-blog.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:13	40150/40150	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-9cd6%22	https://dashui.codescandy.com/dashuipro/horizontal/calendar.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/calendar.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:14	60701/60701	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-ed1d%22	https://dashui.codescandy.com/dashuipro/horizontal/apps-file-manager.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/apps-file-manager.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:15	163944/163944	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-28068%22	https://dashui.codescandy.com/dashuipro/horizontal/chat-app.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/chat-app.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:16	127016/127016	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-1f028%22	https://dashui.codescandy.com/dashuipro/horizontal/task-kanban-grid.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/task-kanban-grid.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:17	79221/79221	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-13575%22	https://dashui.codescandy.com/dashuipro/horizontal/task-kanban-list.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/task-kanban-list.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:18	96136/96136	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-17788%22	https://dashui.codescandy.com/dashuipro/horizontal/mail.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/mail.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:19	53743/53743	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-d1ef%22	https://dashui.codescandy.com/dashuipro/horizontal/mail-details.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/mail-details.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:20	46669/46669	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-b64d%22	https://dashui.codescandy.com/dashuipro/horizontal/mail-draft.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/mail-draft.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:21	84609/84609	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-14a81%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-products.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-products.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:22	65797/65797	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-10105%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-products-details.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-products-details.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:23	44434/44434	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-ad92%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-product-edit.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-product-edit.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:24	61277/61277	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-ef5d%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-order-list.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-order-list.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:25	41026/41026	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-a042%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-order-detail.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-order-detail.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:26	48152/48152	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-bc18%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-cart.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-cart.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:27	62813/62813	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f55d%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-checkout.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-checkout.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:28	72003/72003	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-11943%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-customer.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-customer.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:29	45710/45710	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-b28e%22	https://dashui.codescandy.com/dashuipro/horizontal/ecommerce-seller.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/ecommerce-seller.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:30	99141/99141	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-18345%22	https://dashui.codescandy.com/dashuipro/horizontal/project-grid.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-grid.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:31	88145/88145	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-15851%22	https://dashui.codescandy.com/dashuipro/horizontal/project-list.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-list.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:32	70972/70972	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-1153c%22	https://dashui.codescandy.com/dashuipro/horizontal/project-overview.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-overview.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:33	68102/68102	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-10a06%22	https://dashui.codescandy.com/dashuipro/horizontal/project-task.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-task.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:34	62854/62854	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f586%22	https://dashui.codescandy.com/dashuipro/horizontal/project-budget.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-budget.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:35	79640/79640	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-13718%22	https://dashui.codescandy.com/dashuipro/horizontal/project-files.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-files.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:36	77534/77534	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-12ede%22	https://dashui.codescandy.com/dashuipro/horizontal/project-team.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/project-team.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:37	49971/49971	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-c333%22	https://dashui.codescandy.com/dashuipro/horizontal/crm-company.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/crm-company.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:38	50368/50368	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-c4c0%22	https://dashui.codescandy.com/dashuipro/horizontal/crm-contacts.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/crm-contacts.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:39	95577/95577	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-17559%22	https://dashui.codescandy.com/dashuipro/horizontal/invoice-list.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/invoice-list.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:40	38557/38557	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-969d%22	https://dashui.codescandy.com/dashuipro/horizontal/invoice-detail.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/invoice-detail.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:40	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jun%202023%2013:35:40%20GMT	https://dashui.codescandy.com/dashuipro/horizontal/create-invoice.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/create-invoice.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:42	79515/79515	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-1369b%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-overview.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-overview.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:43	73390/73390	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-11eae%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-project.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-project.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:43	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Jun%202023%2013:35:43%20GMT	https://dashui.codescandy.com/dashuipro/horizontal/profile-file.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-file.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:45	62189/62189	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-f2ed%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-team.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-team.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:46	49312/49312	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-c0a0%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-followers.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-followers.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:47	74238/74238	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-121fe%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-activity.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-activity.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
14:35:48	68309/68309	---MCZ	200	added ('OK')	text/html	etag:W/%2264266d78-10ad5%22	https://dashui.codescandy.com/dashuipro/horizontal/profile-settings.html	/home/tamuzo77/websites/dashUI/dashui.codescandy.com/dashuipro/horizontal/profile-settings.html	(from https://dashui.codescandy.com/dashuipro/horizontal/index.html)
